time_since_start_of_packet_ms gap_ms max_gap_ms byte
2172.278 0.014 102.136 92
2172.297 0.019 102.136 68
2172.311 0.014 102.136 93
2172.323 0.012 102.136 42
2172.335 0.012 102.136 37
2172.347 0.012 102.136 D0
2172.358 0.011 102.136 2A
2172.371 0.013 102.136 20
2172.383 0.012 102.136 01
2172.395 0.012 102.136 F0
2172.407 0.012 102.136 CE
2172.419 0.012 102.136 FA
2172.430 0.011 102.136 33
2172.442 0.012 102.136 E0
2172.454 0.012 102.136 12
2172.468 0.014 102.136 20
2172.481 0.013 102.136 01
2172.493 0.012 102.136 F0
2172.508 0.015 102.136 CA
2172.521 0.013 102.136 FA
2172.552 0.032 102.136 30
2172.565 0.012 102.136 68
2172.577 0.012 102.136 71
2172.590 0.013 102.136 68
2172.603 0.013 102.136 03
2172.615 0.012 102.136 00
2172.627 0.012 102.136 0B
2172.639 0.012 102.136 43
2172.650 0.012 102.136 00
2172.663 0.012 102.136 D0
2172.676 0.014 102.136 41
2172.690 0.014 102.136 E7
2172.702 0.012 102.136 3C
2172.714 0.012 102.136 E7
2172.726 0.012 102.136 90
2172.738 0.013 102.136 42
2172.752 0.013 102.136 00
2172.763 0.012 102.136 D8
2172.776 0.013 102.136 46
2172.793 0.016 102.136 E7
2172.804 0.012 102.136 D7
2172.817 0.013 102.136 E7
2172.828 0.012 102.136 84
2172.840 0.012 102.136 42
2172.852 0.012 102.136 00
2172.863 0.012 102.136 D8
2172.875 0.012 102.136 4A
2172.888 0.013 102.136 E7
2172.900 0.011 102.136 D3
2172.912 0.012 102.136 E7
2172.924 0.013 102.136 9E
2172.936 0.012 102.136 78
2172.948 0.012 102.136 5A
2172.959 0.012 102.136 78
2172.971 0.012 102.136 36
2172.984 0.013 102.136 02
2172.997 0.013 102.136 32
2173.009 0.011 102.136 43
2173.022 0.013 102.136 90
2173.034 0.012 102.136 46
2173.045 0.012 102.136 44
2175.211 2.165 102.136 46
2175.247 0.037 102.136 DA
2175.264 0.016 102.136 78
2175.277 0.013 102.136 1E
2175.290 0.013 102.136 79
2175.303 0.013 102.136 12
2175.316 0.014 102.136 04
2175.329 0.013 102.136 22
2175.342 0.012 102.136 43
2175.354 0.012 102.136 36
2175.365 0.012 102.136 06
2175.377 0.012 102.136 16
2175.389 0.012 102.136 43
2175.400 0.012 102.136 30
2175.412 0.012 102.136 00
2175.424 0.012 102.136 9E
2175.436 0.012 102.136 79
2175.447 0.012 102.136 5A
2175.459 0.012 102.136 79
2175.471 0.012 102.136 36
2175.482 0.012 102.136 02
2175.494 0.012 102.136 32
2175.506 0.012 102.136 43
2175.572 0.066 102.136 90
2175.586 0.015 102.136 46
2175.599 0.012 102.136 44
2175.611 0.013 102.136 46
2175.624 0.012 102.136 DA
2175.636 0.013 102.136 79
2175.648 0.012 102.136 1E
2175.660 0.012 102.136 7A
2175.672 0.012 102.136 12
2175.683 0.012 102.136 04
2175.695 0.012 102.136 22
2175.707 0.012 102.136 43
2175.719 0.012 102.136 36
2175.731 0.012 102.136 06
2175.742 0.012 102.136 16
2175.754 0.012 102.136 43
2175.766 0.012 102.136 31
2175.778 0.012 102.136 00
2175.789 0.011 102.136 07
2175.801 0.012 102.136 4E
2175.813 0.012 102.136 34
2175.825 0.012 102.136 68
2175.837 0.012 102.136 75
2175.849 0.012 102.136 68
2175.860 0.012 102.136 00
2175.872 0.012 102.136 19
2175.884 0.011 102.136 69
2175.896 0.012 102.136 41
2175.908 0.012 102.136 85
2175.920 0.012 102.136 E7
2175.931 0.012 102.136 03
2175.943 0.012 102.136 4B
2175.955 0.012 102.136 98
2175.966 0.012 102.136 46
2175.978 0.012 102.136 01
2175.990 0.012 102.136 23
2176.001 0.012 102.136 23
2176.013 0.012 102.136 70
2176.025 0.012 102.136 09
2176.037 0.012 102.136 E7
2176.048 0.012 102.136 30
2177.975 1.927 102.136 0B
2178.002 0.026 102.136 00
2178.015 0.014 102.136 20
2178.028 0.012 102.136 F8
2178.040 0.013 102.136 0A
2178.052 0.012 102.136 00
2178.064 0.012 102.136 20
2178.076 0.012 102.136 08
2178.088 0.012 102.136 0B
2178.100 0.012 102.136 00
2178.111 0.012 102.136 20
2178.123 0.012 102.136 58
2178.137 0.013 102.136 00
2178.148 0.012 102.136 00
2178.160 0.012 102.136 20
2178.176 0.016 102.136 4F
2178.188 0.012 102.136 0D
2178.200 0.012 102.136 00
2178.212 0.012 102.136 20
2178.224 0.012 102.136 C8
2178.236 0.012 102.136 0D
2178.247 0.012 102.136 00
2178.259 0.012 102.136 20
2178.270 0.011 102.136 AC
2178.285 0.014 102.136 0B
2178.296 0.012 102.136 00
2178.308 0.012 102.136 20
2178.319 0.012 102.136 CA
2178.331 0.012 102.136 0D
2178.343 0.012 102.136 00
2178.355 0.012 102.136 20
2178.366 0.011 102.136 60
2178.378 0.011 102.136 0D
2178.389 0.012 102.136 00
2178.401 0.012 102.136 20
2178.413 0.012 102.136 F0
2178.426 0.014 102.136 B5
2178.438 0.012 102.136 57
2178.450 0.012 102.136 46
2178.461 0.011 102.136 4E
2178.473 0.011 102.136 46
2178.484 0.012 102.136 45
2178.496 0.011 102.136 46
2178.508 0.012 102.136 DE
2178.520 0.012 102.136 46
2178.532 0.012 102.136 22
2178.544 0.012 102.136 4B
2178.555 0.012 102.136 E0
2178.567 0.011 102.136 B5
2178.578 0.012 102.136 9B
2178.589 0.011 102.136 46
2178.601 0.012 102.136 18
2178.614 0.013 102.136 60
2178.625 0.011 102.136 21
2178.637 0.012 102.136 4B
2178.649 0.012 102.136 21
2178.660 0.012 102.136 4F
2178.672 0.011 102.136 19
2178.683 0.011 102.136 60
2178.695 0.012 102.136 9A
2178.707 0.012 102.136 46
2178.718 0.011 102.136 21
2178.730 0.012 102.136 4B
2178.741 0.012 102.136 83
2180.503 1.762 102.136 B0
2180.530 0.027 102.136 1A
2180.543 0.013 102.136 60
2180.555 0.012 102.136 20
2180.569 0.015 102.136 4B
2180.581 0.012 102.136 14
2180.593 0.012 102.136 00
2180.604 0.012 102.136 98
2180.616 0.012 102.136 46
2180.628 0.012 102.136 1B
2180.639 0.012 102.136 88
2180.651 0.012 102.136 99
2180.663 0.012 102.136 46
2180.675 0.012 102.136 3B
2180.686 0.011 102.136 88
2180.698 0.012 102.136 00
2180.710 0.012 102.136 93
2180.721 0.012 102.136 4B
2180.733 0.011 102.136 46
2180.744 0.012 102.136 DD
2180.756 0.012 102.136 04
2180.768 0.012 102.136 2E
2180.780 0.012 102.136 00
2180.792 0.012 102.136 00
2180.804 0.012 102.136 28
2180.816 0.012 102.136 04
2180.827 0.011 102.136 D0
2180.839 0.012 102.136 01
2180.851 0.012 102.136 00
2180.863 0.012 102.136 28
2180.875 0.011 102.136 00
2180.887 0.012 102.136 FB
2180.898 0.012 102.136 F7
2180.910 0.011 102.136 EC
2180.922 0.012 102.136 F9
2180.933 0.012 102.136 06
2180.945 0.012 102.136 00
2180.957 0.012 102.136 63
2180.968 0.011 102.136 09
2180.980 0.012 102.136 00
2180.992 0.011 102.136 20
2181.003 0.012 102.136 01
2181.014 0.011 102.136 93
2181.026 0.011 102.136 00
2181.038 0.012 102.136 2C
2181.050 0.012 102.136 03
2181.061 0.012 102.136 D0
2181.073 0.011 102.136 21
2181.085 0.012 102.136 00
2181.096 0.012 102.136 28
2181.108 0.011 102.136 00
2181.120 0.012 102.136 FB
2181.132 0.012 102.136 F7
2181.143 0.012 102.136 E2
2181.155 0.012 102.136 F9
2181.167 0.012 102.136 72
2181.178 0.012 102.136 B6
2181.190 0.012 102.136 5B
2181.210 0.020 102.136 46
2181.222 0.012 102.136 1A
2181.234 0.012 102.136 68
2181.246 0.012 102.136 13
2181.258 0.012 102.136 4B
2181.271 0.012 102.136 1A
2183.240 1.969 102.136 60
2183.260 0.020 102.136 53
2183.272 0.012 102.136 46
2183.284 0.012 102.136 1A
2183.297 0.013 102.136 68
2183.310 0.012 102.136 12
2183.322 0.013 102.136 4B
2183.334 0.011 102.136 1A
2183.346 0.012 102.136 60
2183.357 0.012 102.136 12
2183.369 0.012 102.136 4B
2183.381 0.012 102.136 01
2183.393 0.012 102.136 9A
2183.404 0.012 102.136 1A
2183.416 0.012 102.136 60
2183.428 0.012 102.136 11
2183.439 0.011 102.136 4B
2183.451 0.012 102.136 4A
2183.462 0.011 102.136 46
2183.473 0.011 102.136 1E
2183.485 0.012 102.136 60
2183.498 0.012 102.136 11
2183.509 0.012 102.136 4B
2183.521 0.012 102.136 1D
2183.533 0.012 102.136 60
2183.544 0.011 102.136 11
2183.556 0.012 102.136 4B
2183.567 0.011 102.136 18
2183.579 0.012 102.136 60
2183.591 0.012 102.136 43
2183.602 0.012 102.136 46
2183.614 0.011 102.136 1A
2183.626 0.012 102.136 80
2183.637 0.011 102.136 00
2183.649 0.012 102.136 9B
2183.660 0.011 102.136 3B
2183.671 0.011 102.136 80
2183.683 0.012 102.136 62
2183.696 0.012 102.136 B6
2183.708 0.013 102.136 03
2183.720 0.012 102.136 B0
2183.732 0.012 102.136 F0
2183.744 0.012 102.136 BC
2183.755 0.011 102.136 BB
2183.767 0.012 102.136 46
2183.779 0.012 102.136 B2
2183.791 0.012 102.136 46
2183.802 0.011 102.136 A9
2183.814 0.012 102.136 46
2183.825 0.012 102.136 A0
2183.837 0.012 102.136 46
2183.848 0.011 102.136 F0
2183.860 0.011 102.136 BD
2183.871 0.012 102.136 C0
2183.883 0.012 102.136 46
2183.895 0.012 102.136 5C
2183.907 0.012 102.136 0D
2183.918 0.012 102.136 00
2183.931 0.013 102.136 20
2183.943 0.012 102.136 58
2183.954 0.011 102.136 0D
2183.966 0.012 102.136 00
2183.978 0.012 102.136 20
2183.991 0.012 102.136 56
2186.273 2.282 102.136 00
2186.294 0.021 102.136 00
2186.306 0.012 102.136 20
2186.319 0.012 102.136 54
2186.331 0.012 102.136 0D
2186.342 0.012 102.136 00
2186.354 0.012 102.136 20
2186.366 0.012 102.136 54
2186.377 0.012 102.136 00
2186.389 0.012 102.136 00
2186.400 0.011 102.136 20
2186.412 0.012 102.136 C4
2186.424 0.012 102.136 0D
2186.436 0.012 102.136 00
2186.448 0.012 102.136 20
2186.460 0.012 102.136 8C
2186.472 0.012 102.136 0B
2186.484 0.012 102.136 00
2186.495 0.012 102.136 20
2186.507 0.012 102.136 34
2186.518 0.012 102.136 0B
2186.530 0.012 102.136 00
2186.542 0.012 102.136 20
2186.617 0.075 102.136 98
2186.631 0.014 102.136 0B
2186.643 0.012 102.136 00
2186.655 0.012 102.136 20
2186.667 0.012 102.136 A0
2186.680 0.012 102.136 0B
2186.692 0.012 102.136 00
2186.704 0.012 102.136 20
2186.716 0.012 102.136 9C
2186.728 0.012 102.136 0B
2186.740 0.012 102.136 00
2186.752 0.012 102.136 20
2186.763 0.011 102.136 3F
2186.774 0.011 102.136 4B
2186.786 0.012 102.136 F0
2186.798 0.012 102.136 B5
2186.809 0.012 102.136 1A
2186.821 0.011 102.136 68
2186.832 0.012 102.136 82
2186.844 0.011 102.136 42
2186.855 0.011 102.136 00
2186.867 0.012 102.136 DD
2186.878 0.011 102.136 18
2186.889 0.011 102.136 60
2186.901 0.012 102.136 3D
2186.913 0.012 102.136 4B
2186.925 0.012 102.136 1A
2186.936 0.011 102.136 68
2186.948 0.012 102.136 82
2186.959 0.011 102.136 42
2186.971 0.011 102.136 00
2186.982 0.012 102.136 DA
2186.994 0.012 102.136 18
2187.006 0.012 102.136 60
2187.017 0.012 102.136 3C
2187.029 0.012 102.136 4B
2187.040 0.011 102.136 1C
2187.052 0.012 102.136 68
2187.063 0.011 102.136 3C
2187.075 0.012 102.136 4B
2187.087 0.012 102.136 00
2188.847 1.761 102.136 2C
2188.866 0.018 102.136 0E
2188.878 0.012 102.136 D0
2188.890 0.012 102.136 3B
2188.901 0.012 102.136 49
2188.913 0.011 102.136 1A
2188.924 0.011 102.136 68
2188.936 0.012 102.136 09
2188.947 0.011 102.136 68
2188.959 0.012 102.136 82
2188.971 0.012 102.136 1A
2188.982 0.011 102.136 91
2188.994 0.012 102.136 42
2189.008 0.014 102.136 2F
2189.019 0.011 102.136 DA
2189.031 0.012 102.136 39
2189.043 0.011 102.136 4D
2189.055 0.012 102.136 2A
2189.066 0.011 102.136 68
2189.078 0.012 102.136 2E
2189.089 0.012 102.136 68
2189.101 0.012 102.136 52
2189.113 0.012 102.136 01
2189.124 0.012 102.136 92
2189.140 0.015 102.136 1B
2189.151 0.012 102.136 52
2189.163 0.012 102.136 11
2189.175 0.012 102.136 52
2189.186 0.012 102.136 18
2189.198 0.012 102.136 54
2189.210 0.012 102.136 43
2189.222 0.012 102.136 2A
2189.233 0.011 102.136 60
2189.245 0.011 102.136 18
2189.256 0.012 102.136 60
2189.268 0.011 102.136 35
2189.281 0.013 102.136 4B
2189.293 0.012 102.136 1B
2189.305 0.012 102.136 68
2189.317 0.012 102.136 5A
2189.328 0.011 102.136 42
2189.339 0.011 102.136 82
2189.351 0.012 102.136 42
2189.363 0.012 102.136 02
2189.375 0.012 102.136 DC
2189.386 0.011 102.136 1A
2189.398 0.012 102.136 00
2189.409 0.012 102.136 83
2189.421 0.012 102.136 42
2189.432 0.011 102.136 1B
2189.444 0.011 102.136 DC
2189.455 0.012 102.136 32
2189.468 0.012 102.136 4B
2189.480 0.012 102.136 1B
2189.492 0.012 102.136 68
2189.503 0.012 102.136 00
2189.515 0.012 102.136 2B
2189.526 0.011 102.136 0A
2189.538 0.012 102.136 D0
2189.549 0.012 102.136 53
2189.561 0.012 102.136 43
2189.573 0.012 102.136 31
2189.585 0.012 102.136 48
2189.597 0.012 102.136 01
2191.744 2.148 102.136 68
2191.763 0.018 102.136 59
2191.775 0.012 102.136 18
2191.787 0.012 102.136 30
2191.800 0.013 102.136 4B
2191.812 0.012 102.136 01
2191.824 0.011 102.136 60
2191.835 0.012 102.136 1B
2191.846 0.011 102.136 68
2191.858 0.012 102.136 99
2191.869 0.012 102.136 42
2191.881 0.012 102.136 15
2191.908 0.027 102.136 DD
2191.920 0.012 102.136 03
2191.932 0.012 102.136 60
2191.943 0.011 102.136 01
2191.955 0.012 102.136 E0
2191.967 0.012 102.136 2C
2191.979 0.012 102.136 49
2191.991 0.012 102.136 0B
2192.003 0.012 102.136 60
2192.015 0.012 102.136 2D
2192.027 0.012 102.136 49
2192.038 0.012 102.136 2D
2192.050 0.012 102.136 4D
2192.062 0.011 102.136 09
2192.073 0.012 102.136 68
2192.085 0.012 102.136 2D
2192.097 0.012 102.136 78
2192.108 0.012 102.136 51
2192.120 0.012 102.136 43
2192.131 0.011 102.136 C8
2192.143 0.011 102.136 18
2192.154 0.012 102.136 00
2192.165 0.011 102.136 19
2192.186 0.021 102.136 C0
2192.198 0.012 102.136 12
2192.209 0.012 102.136 03
2192.221 0.012 102.136 2D
2192.233 0.012 102.136 0C
2192.245 0.012 102.136 D0
2192.257 0.012 102.136 F0
2192.268 0.012 102.136 BD
2192.281 0.012 102.136 02
2192.293 0.012 102.136 00
2192.304 0.012 102.136 E1
2192.316 0.011 102.136 E7
2192.327 0.011 102.136 49
2192.338 0.011 102.136 42
2192.350 0.011 102.136 91
2192.361 0.012 102.136 42
2192.373 0.012 102.136 CC
2192.386 0.012 102.136 DA
2192.397 0.012 102.136 11
2192.409 0.012 102.136 00
2192.420 0.011 102.136 CA
2192.432 0.012 102.136 E7
2192.443 0.011 102.136 5B
2192.455 0.012 102.136 42
2192.466 0.012 102.136 99
2192.478 0.012 102.136 42
2192.490 0.012 102.136 E6
2192.502 0.012 102.136 DB
2192.513 0.011 102.136 0B
2194.365 1.852 102.136 00
2194.382 0.017 102.136 E8
2194.394 0.012 102.136 E7
2194.406 0.012 102.136 23
2194.419 0.013 102.136 4E
2194.430 0.011 102.136 35
2194.442 0.012 102.136 78
2194.453 0.011 102.136 00
2194.465 0.012 102.136 2D
2194.477 0.012 102.136 EE
2194.488 0.011 102.136 D1
2194.499 0.011 102.136 22
2194.511 0.012 102.136 4D
2194.523 0.012 102.136 17
2194.534 0.011 102.136 0A
2194.546 0.012 102.136 2D
2194.558 0.012 102.136 68
2194.569 0.011 102.136 2A
2194.581 0.012 102.136 70
2194.592 0.011 102.136 6F
2194.604 0.012 102.136 70
2194.616 0.012 102.136 17
2194.627 0.011 102.136 0C
2194.639 0.012 102.136 12
2194.650 0.011 102.136 0E
2194.662 0.012 102.136 EA
2194.673 0.012 102.136 70
2194.685 0.012 102.136 0A
2194.696 0.012 102.136 0A
2194.708 0.012 102.136 6A
2194.720 0.011 102.136 71
2194.732 0.012 102.136 0A
2194.743 0.012 102.136 0C
2194.755 0.011 102.136 AA
2194.766 0.012 102.136 71
2194.778 0.011 102.136 1A
2194.790 0.012 102.136 0A
2194.801 0.012 102.136 6A
2194.814 0.013 102.136 72
2194.827 0.013 102.136 1A
2194.838 0.012 102.136 0C
2194.850 0.011 102.136 AA
2194.861 0.012 102.136 72
2194.873 0.012 102.136 14
2194.889 0.016 102.136 22
2194.902 0.012 102.136 2B
2194.913 0.012 102.136 72
2194.925 0.012 102.136 1B
2194.936 0.011 102.136 0E
2194.948 0.012 102.136 EB
2194.960 0.012 102.136 72
2194.971 0.011 102.136 23
2194.983 0.012 102.136 0A
2194.995 0.012 102.136 6B
2195.006 0.011 102.136 73
2195.018 0.012 102.136 23
2195.029 0.011 102.136 0C
2195.041 0.012 102.136 AB
2195.052 0.011 102.136 73
2195.064 0.012 102.136 03
2195.075 0.011 102.136 0A
2195.088 0.013 102.136 6B
2195.100 0.012 102.136 74
2195.112 0.012 102.136 03
2197.250 2.139 102.136 02
2197.268 0.018 102.136 1B
2197.280 0.012 102.136 0E
2197.292 0.012 102.136 AB
2197.304 0.012 102.136 74
2197.316 0.012 102.136 03
2197.328 0.012 102.136 0E
2197.341 0.013 102.136 EB
2197.352 0.012 102.136 74
2197.364 0.012 102.136 14
2197.375 0.011 102.136 4B
2197.387 0.012 102.136 29
2197.399 0.012 102.136 71
2197.410 0.012 102.136 1A
2197.422 0.012 102.136 80
2197.434 0.012 102.136 04
2197.445 0.011 102.136 23
2197.457 0.011 102.136 09
2197.469 0.012 102.136 0E
2197.480 0.011 102.136 2C
2197.492 0.012 102.136 73
2197.504 0.012 102.136 24
2197.515 0.011 102.136 0E
2197.563 0.047 102.136 AF
2197.579 0.016 102.136 70
2197.594 0.015 102.136 E9
2197.608 0.015 102.136 71
2197.623 0.015 102.136 EC
2197.638 0.015 102.136 73
2197.653 0.015 102.136 28
2197.667 0.014 102.136 74
2197.681 0.014 102.136 33
2197.695 0.014 102.136 70
2197.709 0.014 102.136 C2
2197.723 0.015 102.136 E7
2197.738 0.014 102.136 60
2197.752 0.014 102.136 00
2197.767 0.015 102.136 00
2197.782 0.014 102.136 20
2197.796 0.014 102.136 3C
2197.810 0.014 102.136 00
2197.824 0.014 102.136 00
2197.838 0.014 102.136 20
2197.852 0.014 102.136 34
2197.866 0.014 102.136 0B
2197.881 0.014 102.136 00
2197.894 0.014 102.136 20
2197.909 0.014 102.136 C0
2197.923 0.014 102.136 0D
2197.936 0.014 102.136 00
2197.951 0.014 102.136 20
2197.965 0.014 102.136 9C
2197.979 0.014 102.136 0B
2197.993 0.014 102.136 00
2198.007 0.014 102.136 20
2198.021 0.014 102.136 94
2198.036 0.014 102.136 0B
2198.050 0.014 102.136 00
2198.065 0.015 102.136 20
2198.079 0.015 102.136 98
2198.094 0.014 102.136 0B
2198.107 0.014 102.136 00
2198.123 0.015 102.136 20
2198.136 0.014 102.136 8C
2199.957 1.820 102.136 0B
2199.975 0.019 102.136 00
2199.988 0.012 102.136 20
2200.000 0.012 102.136 90
2200.012 0.012 102.136 0B
2200.023 0.012 102.136 00
2200.036 0.012 102.136 20
2200.047 0.011 102.136 A0
2200.058 0.011 102.136 0B
2200.070 0.012 102.136 00
2200.081 0.012 102.136 20
2200.093 0.012 102.136 C4
2200.105 0.012 102.136 0D
2200.117 0.012 102.136 00
2200.128 0.012 102.136 20
2200.140 0.012 102.136 D0
2200.152 0.012 102.136 0D
2200.163 0.011 102.136 00
2200.174 0.011 102.136 20
2200.186 0.011 102.136 4E
2200.197 0.011 102.136 0D
2200.209 0.012 102.136 00
2200.221 0.011 102.136 20
2200.232 0.011 102.136 68
2200.245 0.013 102.136 00
2200.256 0.011 102.136 00
2200.267 0.011 102.136 20
2200.279 0.011 102.136 4C
2200.290 0.012 102.136 0D
2200.302 0.012 102.136 00
2200.314 0.012 102.136 20
2200.326 0.012 102.136 70
2200.338 0.012 102.136 B5
2200.349 0.011 102.136 51
2200.360 0.011 102.136 4B
2200.371 0.011 102.136 84
2200.384 0.012 102.136 B0
2200.398 0.015 102.136 1B
2200.410 0.012 102.136 78
2200.422 0.012 102.136 00
2200.434 0.012 102.136 2B
2200.445 0.011 102.136 59
2200.457 0.012 102.136 D1
2200.468 0.012 102.136 4F
2200.480 0.012 102.136 4B
2200.492 0.012 102.136 1B
2200.504 0.012 102.136 78
2200.515 0.011 102.136 00
2200.527 0.012 102.136 2B
2200.538 0.012 102.136 0E
2200.550 0.012 102.136 D1
2200.561 0.012 102.136 4E
2200.574 0.012 102.136 4B
2200.585 0.012 102.136 1A
2200.597 0.011 102.136 78
2200.608 0.011 102.136 00
2200.620 0.012 102.136 2A
2200.631 0.012 102.136 0C
2200.643 0.012 102.136 D0
2200.654 0.011 102.136 9A
2200.666 0.012 102.136 88
2200.677 0.012 102.136 01
2200.689 0.012 102.136 32
2200.701 0.012 102.136 92
2202.772 2.071 102.136 B2
2202.793 0.021 102.136 9A
2202.808 0.015 102.136 80
2202.823 0.015 102.136 9A
2202.839 0.016 102.136 88
2202.855 0.015 102.136 5B
2202.869 0.014 102.136 88
2202.883 0.014 102.136 9A
2202.897 0.014 102.136 42
2202.912 0.014 102.136 04
2202.926 0.014 102.136 D3
2202.940 0.014 102.136 FD
2202.955 0.015 102.136 F7
2202.969 0.014 102.136 B0
2202.984 0.014 102.136 FC
2202.998 0.014 102.136 01
2203.012 0.014 102.136 E0
2203.026 0.014 102.136 FE
2203.040 0.014 102.136 F7
2203.055 0.014 102.136 27
2203.069 0.015 102.136 FA
2203.084 0.015 102.136 FF
2203.098 0.014 102.136 F7
2203.113 0.015 102.136 D1
2203.128 0.015 102.136 FD
2203.142 0.014 102.136 46
2203.156 0.014 102.136 4C
2203.170 0.013 102.136 05
2203.184 0.015 102.136 00
2203.199 0.015 102.136 46
2203.213 0.014 102.136 48
2203.227 0.014 102.136 61
2203.241 0.014 102.136 68
2203.255 0.014 102.136 A3
2203.269 0.014 102.136 68
2203.283 0.014 102.136 42
2203.297 0.014 102.136 68
2203.315 0.018 102.136 00
2203.329 0.014 102.136 91
2203.343 0.014 102.136 01
2203.357 0.014 102.136 93
2203.371 0.014 102.136 9A
2203.385 0.014 102.136 42
2203.399 0.015 102.136 1C
2203.414 0.014 102.136 DB
2203.429 0.015 102.136 41
2203.443 0.014 102.136 D0
2203.457 0.014 102.136 42
2203.471 0.014 102.136 48
2203.485 0.014 102.136 42
2203.499 0.014 102.136 68
2203.513 0.014 102.136 9A
2203.527 0.014 102.136 42
2203.541 0.014 102.136 17
2203.555 0.015 102.136 DC
2203.569 0.014 102.136 13
2203.583 0.014 102.136 D0
2203.598 0.014 102.136 41
2203.612 0.014 102.136 4B
2203.626 0.014 102.136 1B
2203.640 0.014 102.136 78
2203.655 0.015 102.136 00
2203.669 0.014 102.136 2B
2203.684 0.014 102.136 19
2205.553 1.869 102.136 D1
2205.574 0.021 102.136 40
2205.589 0.015 102.136 4A
2205.603 0.015 102.136 63
2205.619 0.015 102.136 68
2205.633 0.014 102.136 12
2205.648 0.015 102.136 68
2205.662 0.014 102.136 9B
2205.676 0.014 102.136 18
2205.690 0.014 102.136 3F
2205.704 0.014 102.136 4A
2205.717 0.014 102.136 13
2205.732 0.015 102.136 60
2205.746 0.014 102.136 37
2205.761 0.014 102.136 4B
2205.775 0.014 102.136 1B
2205.788 0.014 102.136 78
2205.803 0.015 102.136 00
2205.817 0.014 102.136 2B
2205.831 0.014 102.136 27
2205.845 0.015 102.136 D0
2205.860 0.015 102.136 3D
2205.874 0.014 102.136 4B
2205.888 0.014 102.136 1A
2205.903 0.014 102.136 68
2205.916 0.014 102.136 3D
2205.930 0.014 102.136 4B
2205.944 0.014 102.136 1A
2205.959 0.015 102.136 60
2205.973 0.015 102.136 04
2205.987 0.014 102.136 B0
2206.002 0.014 102.136 70
2206.016 0.014 102.136 BD
2206.030 0.014 102.136 03
2206.044 0.014 102.136 68
2206.058 0.014 102.136 8B
2206.073 0.014 102.136 42
2206.090 0.018 102.136 E8
2206.105 0.015 102.136 D9
2206.121 0.016 102.136 19
2206.135 0.014 102.136 20
2206.149 0.014 102.136 01
2206.163 0.014 102.136 F0
2206.177 0.014 102.136 3F
2206.191 0.014 102.136 F9
2206.206 0.015 102.136 34
2206.220 0.014 102.136 4B
2206.234 0.014 102.136 1B
2206.248 0.014 102.136 78
2206.262 0.014 102.136 00
2206.276 0.014 102.136 2B
2206.290 0.014 102.136 E5
2206.304 0.015 102.136 D0
2206.319 0.015 102.136 37
2206.333 0.014 102.136 4A
2206.347 0.014 102.136 33
2206.361 0.014 102.136 4E
2206.375 0.014 102.136 15
2206.389 0.014 102.136 68
2206.403 0.014 102.136 31
2206.418 0.015 102.136 4A
2206.433 0.015 102.136 12
2206.447 0.014 102.136 68
2206.461 0.014 102.136 AD
2208.258 1.797 102.136 18
2208.277 0.018 102.136 35
2208.289 0.012 102.136 60
2208.300 0.012 102.136 01
2208.312 0.012 102.136 2B
2208.324 0.012 102.136 28
2208.336 0.012 102.136 D0
2208.348 0.012 102.136 30
2208.359 0.012 102.136 4B
2208.371 0.012 102.136 1B
2208.382 0.011 102.136 68
2208.393 0.012 102.136 00
2208.405 0.012 102.136 2B
2208.417 0.012 102.136 1A
2208.429 0.011 102.136 DD
2208.440 0.012 102.136 80
2208.452 0.012 102.136 22
2208.463 0.011 102.136 D2
2208.475 0.012 102.136 01
2208.486 0.011 102.136 94
2208.498 0.012 102.136 46
2208.510 0.012 102.136 2E
2208.521 0.012 102.136 4A
2208.558 0.037 102.136 65
2208.571 0.013 102.136 44
2208.583 0.012 102.136 35
2208.595 0.012 102.136 60
2208.607 0.012 102.136 13
2208.619 0.012 102.136 60
2208.631 0.012 102.136 DE
2208.642 0.011 102.136 E7
2208.654 0.012 102.136 FE
2208.665 0.011 102.136 F7
2208.677 0.012 102.136 10
2208.689 0.012 102.136 FF
2208.700 0.012 102.136 B7
2208.712 0.012 102.136 E7
2208.723 0.011 102.136 2C
2208.735 0.012 102.136 4B
2208.746 0.011 102.136 00
2208.758 0.012 102.136 2D
2208.769 0.011 102.136 07
2208.781 0.012 102.136 D0
2208.793 0.012 102.136 1A
2208.804 0.011 102.136 88
2208.816 0.012 102.136 28
2208.828 0.011 102.136 4B
2208.839 0.011 102.136 1A
2208.851 0.012 102.136 60
2208.862 0.011 102.136 D4
2208.874 0.012 102.136 E7
2208.886 0.012 102.136 02
2208.898 0.012 102.136 68
2208.910 0.012 102.136 8A
2208.921 0.012 102.136 42
2208.958 0.036 102.136 BA
2208.975 0.018 102.136 D2
2208.988 0.012 102.136 D5
2209.000 0.012 102.136 E7
2209.013 0.013 102.136 1B
2209.025 0.012 102.136 88
2209.037 0.012 102.136 24
2209.049 0.012 102.136 4A
2209.061 0.012 102.136 5B
2211.462 2.400 102.136 08
2211.482 0.020 102.136 13
2211.494 0.012 102.136 60
2211.505 0.012 102.136 CB
2211.517 0.012 102.136 E7
2211.528 0.011 102.136 00
2211.539 0.011 102.136 2B
2211.551 0.012 102.136 28
2211.563 0.012 102.136 D0
2211.574 0.012 102.136 24
2211.585 0.011 102.136 4A
2211.597 0.012 102.136 5B
