time_since_start_of_packet_ms gap_ms max_gap_ms byte
40.672 0.014 2.546 52
40.686 0.014 2.546 41
40.700 0.014 2.546 C3
40.714 0.014 2.546 08
40.728 0.014 2.546 8B
40.744 0.015 2.546 42
40.758 0.015 2.546 01
40.773 0.014 2.546 D3
40.787 0.014 2.546 CB
40.801 0.014 2.546 00
40.816 0.014 2.546 C0
40.830 0.014 2.546 1A
40.844 0.014 2.546 52
40.858 0.015 2.546 41
40.873 0.015 2.546 83
40.888 0.014 2.546 08
40.902 0.014 2.546 8B
40.916 0.014 2.546 42
40.930 0.014 2.546 01
40.945 0.014 2.546 D3
40.966 0.021 2.546 8B
40.981 0.015 2.546 00
40.995 0.014 2.546 C0
41.009 0.014 2.546 1A
41.023 0.014 2.546 52
41.037 0.014 2.546 41
41.051 0.014 2.546 D9
41.065 0.014 2.546 D2
41.079 0.014 2.546 43
41.094 0.014 2.546 08
41.108 0.014 2.546 8B
41.122 0.014 2.546 42
41.136 0.014 2.546 01
41.150 0.014 2.546 D3
41.165 0.015 2.546 4B
41.179 0.014 2.546 00
41.193 0.014 2.546 C0
41.208 0.015 2.546 1A
41.222 0.014 2.546 52
41.236 0.014 2.546 41
41.250 0.014 2.546 41
41.264 0.014 2.546 1A
41.279 0.014 2.546 00
41.293 0.014 2.546 D2
41.307 0.014 2.546 01
41.321 0.015 2.546 46
41.336 0.015 2.546 63
41.352 0.016 2.546 46
41.366 0.014 2.546 52
41.380 0.014 2.546 41
41.394 0.014 2.546 5B
41.408 0.014 2.546 10
41.422 0.014 2.546 10
41.440 0.017 2.546 46
41.454 0.014 2.546 01
41.468 0.015 2.546 D3
41.482 0.014 2.546 40
43.392 1.909 2.546 42
43.419 0.027 2.546 00
43.435 0.017 2.546 2B
43.451 0.015 2.546 00
43.465 0.015 2.546 D5
43.479 0.014 2.546 49
43.494 0.015 2.546 42
43.509 0.015 2.546 70
43.524 0.015 2.546 47
43.538 0.014 2.546 63
43.552 0.014 2.546 46
43.566 0.014 2.546 5B
43.580 0.014 2.546 10
43.594 0.014 2.546 00
43.608 0.014 2.546 D3
43.622 0.014 2.546 40
43.636 0.014 2.546 42
43.650 0.014 2.546 01
43.664 0.014 2.546 B5
43.678 0.014 2.546 00
43.693 0.014 2.546 20
43.707 0.014 2.546 00
43.721 0.014 2.546 F0
43.735 0.014 2.546 05
43.749 0.014 2.546 F8
43.763 0.014 2.546 02
43.777 0.014 2.546 BD
43.791 0.014 2.546 00
43.805 0.014 2.546 29
43.819 0.015 2.546 F8
43.833 0.014 2.546 D0
43.847 0.014 2.546 16
43.862 0.014 2.546 E7
43.876 0.014 2.546 70
43.899 0.024 2.546 47
43.910 0.010 2.546 70
43.920 0.010 2.546 47
43.930 0.011 2.546 C0
43.940 0.010 2.546 46
43.950 0.010 2.546 00
43.960 0.010 2.546 2B
43.970 0.010 2.546 15
43.980 0.010 2.546 D1
43.989 0.010 2.546 00
44.000 0.010 2.546 2A
44.010 0.011 2.546 13
44.020 0.010 2.546 D1
44.030 0.010 2.546 00
44.039 0.010 2.546 29
44.049 0.010 2.546 06
44.059 0.010 2.546 DB
44.069 0.010 2.546 01
44.079 0.010 2.546 DC
44.089 0.010 2.546 00
44.099 0.010 2.546 28
44.109 0.010 2.546 06
44.119 0.010 2.546 D0
44.128 0.010 2.546 00
44.138 0.010 2.546 20
44.148 0.010 2.546 C0
44.157 0.010 2.546 43
44.167 0.010 2.546 41
44.177 0.010 2.546 08
44.187 0.010 2.546 02
45.951 1.764 2.546 E0
45.970 0.019 2.546 80
45.980 0.010 2.546 21
45.990 0.010 2.546 09
46.001 0.010 2.546 06
46.010 0.010 2.546 00
46.020 0.010 2.546 20
46.030 0.010 2.546 07
46.040 0.010 2.546 B4
46.050 0.010 2.546 02
46.059 0.010 2.546 48
46.069 0.010 2.546 01
46.079 0.009 2.546 A1
46.090 0.011 2.546 40
46.100 0.010 2.546 18
46.110 0.010 2.546 02
46.120 0.010 2.546 90
46.130 0.010 2.546 03
46.139 0.009 2.546 BD
46.149 0.010 2.546 D1
46.159 0.010 2.546 FF
46.168 0.010 2.546 FF
46.178 0.010 2.546 FF
46.188 0.010 2.546 03
46.198 0.010 2.546 B4
46.208 0.010 2.546 68
46.218 0.010 2.546 46
46.227 0.010 2.546 01
46.237 0.009 2.546 B5
46.247 0.010 2.546 02
46.257 0.010 2.546 98
46.266 0.010 2.546 00
46.276 0.010 2.546 F0
46.286 0.010 2.546 34
46.296 0.010 2.546 F8
46.305 0.010 2.546 01
46.315 0.009 2.546 9B
46.324 0.010 2.546 9E
46.334 0.010 2.546 46
46.344 0.010 2.546 02
46.353 0.010 2.546 B0
46.363 0.010 2.546 0C
46.373 0.010 2.546 BC
46.382 0.009 2.546 70
46.392 0.010 2.546 47
46.403 0.012 2.546 C0
46.413 0.010 2.546 46
46.423 0.010 2.546 F0
46.433 0.009 2.546 B5
46.442 0.010 2.546 CE
46.452 0.009 2.546 46
46.461 0.009 2.546 47
46.471 0.010 2.546 46
46.480 0.009 2.546 80
46.490 0.010 2.546 B5
46.500 0.010 2.546 07
46.510 0.010 2.546 00
46.520 0.010 2.546 99
46.529 0.010 2.546 46
46.539 0.010 2.546 3B
46.549 0.010 2.546 0C
46.559 0.010 2.546 9C
46.569 0.010 2.546 46
46.579 0.010 2.546 13
48.791 2.212 2.546 04
48.811 0.020 2.546 1B
48.821 0.011 2.546 0C
48.831 0.010 2.546 1D
48.842 0.010 2.546 00
48.852 0.010 2.546 0E
48.862 0.010 2.546 00
48.871 0.010 2.546 61
48.881 0.010 2.546 46
48.892 0.010 2.546 00
48.902 0.010 2.546 04
48.911 0.009 2.546 14
48.921 0.010 2.546 0C
48.930 0.010 2.546 00
48.940 0.010 2.546 0C
48.950 0.010 2.546 45
48.961 0.011 2.546 43
48.971 0.010 2.546 4B
48.982 0.010 2.546 43
48.991 0.010 2.546 60
49.001 0.010 2.546 43
49.011 0.010 2.546 61
49.021 0.010 2.546 43
49.031 0.010 2.546 C0
49.041 0.010 2.546 18
49.051 0.010 2.546 2C
49.060 0.009 2.546 0C
49.070 0.010 2.546 20
49.080 0.010 2.546 18
49.090 0.010 2.546 8C
49.099 0.010 2.546 46
49.109 0.010 2.546 83
49.119 0.010 2.546 42
49.129 0.010 2.546 03
49.138 0.010 2.546 D9
49.148 0.010 2.546 80
49.158 0.010 2.546 23
49.168 0.010 2.546 5B
49.177 0.009 2.546 02
49.187 0.010 2.546 98
49.197 0.010 2.546 46
49.207 0.010 2.546 C4
49.216 0.010 2.546 44
49.226 0.010 2.546 49
49.236 0.010 2.546 46
49.246 0.010 2.546 79
49.255 0.009 2.546 43
49.265 0.010 2.546 72
49.274 0.009 2.546 43
49.284 0.010 2.546 03
49.294 0.010 2.546 0C
49.303 0.010 2.546 63
49.313 0.010 2.546 44
49.323 0.010 2.546 2D
49.333 0.010 2.546 04
49.343 0.010 2.546 2D
49.352 0.010 2.546 0C
49.362 0.010 2.546 C9
49.372 0.010 2.546 18
49.382 0.010 2.546 00
49.392 0.010 2.546 04
49.402 0.010 2.546 40
49.412 0.010 2.546 19
49.421 0.010 2.546 89
51.596 2.175 2.546 18
51.616 0.020 2.546 C0
51.627 0.011 2.546 BC
51.638 0.011 2.546 B9
51.648 0.010 2.546 46
51.659 0.010 2.546 B0
51.669 0.010 2.546 46
51.680 0.011 2.546 F0
51.690 0.010 2.546 BD
51.701 0.011 2.546 C0
51.712 0.011 2.546 46
51.723 0.011 2.546 F8
51.733 0.010 2.546 B5
51.744 0.011 2.546 CE
51.755 0.011 2.546 46
51.765 0.010 2.546 47
51.775 0.010 2.546 46
51.785 0.010 2.546 80
51.799 0.014 2.546 B5
51.814 0.014 2.546 91
51.827 0.014 2.546 46
51.842 0.015 2.546 98
51.856 0.015 2.546 46
51.871 0.015 2.546 04
51.887 0.016 2.546 00
51.902 0.015 2.546 0D
51.917 0.015 2.546 00
51.932 0.015 2.546 00
51.947 0.015 2.546 F0
51.962 0.015 2.546 20
51.978 0.016 2.546 F8
51.994 0.016 2.546 07
52.010 0.016 2.546 00
52.026 0.016 2.546 0E
52.041 0.015 2.546 00
52.056 0.016 2.546 02
52.072 0.016 2.546 00
52.087 0.015 2.546 0B
52.102 0.014 2.546 00
52.116 0.015 2.546 48
52.130 0.014 2.546 46
52.146 0.016 2.546 41
52.159 0.014 2.546 46
52.173 0.014 2.546 FF
52.188 0.015 2.546 F7
52.204 0.016 2.546 C0
52.220 0.015 2.546 FF
52.236 0.016 2.546 24
52.251 0.015 2.546 1A
52.267 0.016 2.546 8D
52.282 0.015 2.546 41
52.298 0.015 2.546 08
52.313 0.016 2.546 9B
52.328 0.015 2.546 38
52.344 0.016 2.546 00
52.360 0.016 2.546 31
52.376 0.016 2.546 00
52.390 0.014 2.546 1C
52.405 0.015 2.546 60
52.419 0.014 2.546 5D
52.433 0.014 2.546 60
52.447 0.014 2.546 C0
52.462 0.014 2.546 BC
52.477 0.016 2.546 B9
54.368 1.890 2.546 46
54.390 0.023 2.546 B0
54.406 0.015 2.546 46
54.422 0.016 2.546 F8
54.438 0.016 2.546 BD
54.453 0.015 2.546 C0
54.470 0.016 2.546 46
54.486 0.016 2.546 10
54.502 0.016 2.546 B5
54.518 0.016 2.546 00
54.534 0.015 2.546 29
54.550 0.016 2.546 03
54.565 0.016 2.546 D1
54.582 0.016 2.546 00
54.596 0.014 2.546 F0
54.610 0.014 2.546 ED
54.624 0.014 2.546 F8
54.639 0.014 2.546 20
54.653 0.014 2.546 30
54.667 0.014 2.546 02
54.682 0.016 2.546 E0
54.698 0.016 2.546 08
54.715 0.016 2.546 00
54.730 0.015 2.546 00
54.745 0.015 2.546 F0
54.760 0.015 2.546 E8
54.775 0.015 2.546 F8
54.790 0.015 2.546 10
54.805 0.015 2.546 BD
54.821 0.015 2.546 C0
54.836 0.015 2.546 46
54.851 0.016 2.546 F0
54.867 0.015 2.546 B5
54.883 0.016 2.546 57
54.897 0.014 2.546 46
54.911 0.014 2.546 4E
54.925 0.014 2.546 46
54.939 0.014 2.546 45
54.953 0.014 2.546 46
54.967 0.014 2.546 DE
54.982 0.015 2.546 46
54.997 0.015 2.546 E0
55.013 0.015 2.546 B5
55.028 0.015 2.546 0F
55.043 0.015 2.546 00
55.058 0.015 2.546 19
55.074 0.016 2.546 00
55.090 0.016 2.546 00
55.105 0.016 2.546 23
55.121 0.016 2.546 06
55.137 0.016 2.546 00
55.153 0.016 2.546 98
55.168 0.015 2.546 46
55.184 0.015 2.546 10
55.198 0.014 2.546 00
55.213 0.015 2.546 83
55.229 0.016 2.546 B0
55.244 0.015 2.546 00
55.260 0.016 2.546 2F
55.275 0.015 2.546 07
55.289 0.014 2.546 DA
55.303 0.014 2.546 33
55.317 0.014 2.546 00
55.331 0.014 2.546 3C
57.266 1.936 2.546 00
57.293 0.027 2.546 00
57.308 0.015 2.546 27
57.324 0.016 2.546 5E
57.339 0.015 2.546 42
57.353 0.014 2.546 A7
57.368 0.015 2.546 41
57.382 0.015 2.546 01
57.396 0.014 2.546 23
57.411 0.015 2.546 5B
57.425 0.014 2.546 42
57.439 0.014 2.546 98
57.454 0.014 2.546 46
57.470 0.016 2.546 00
57.484 0.014 2.546 29
57.513 0.029 2.546 07
57.528 0.015 2.546 DA
57.542 0.014 2.546 43
57.557 0.015 2.546 46
57.572 0.015 2.546 DB
57.587 0.015 2.546 43
57.601 0.014 2.546 0C
57.615 0.014 2.546 00
57.629 0.014 2.546 98
57.643 0.014 2.546 46
57.657 0.014 2.546 03
57.673 0.016 2.546 00
57.687 0.014 2.546 00
57.701 0.014 2.546 21
57.717 0.016 2.546 58
57.732 0.015 2.546 42
57.746 0.014 2.546 A1
57.760 0.014 2.546 41
57.775 0.015 2.546 34
57.789 0.014 2.546 00
57.802 0.014 2.546 3D
57.817 0.015 2.546 00
57.831 0.014 2.546 82
57.846 0.015 2.546 46
57.860 0.014 2.546 89
57.875 0.014 2.546 46
57.889 0.014 2.546 B9
57.903 0.014 2.546 42
57.917 0.014 2.546 6A
57.932 0.014 2.546 D8
57.947 0.016 2.546 67
57.962 0.014 2.546 D0
57.976 0.015 2.546 49
57.991 0.014 2.546 46
58.005 0.014 2.546 50
58.019 0.014 2.546 46
58.033 0.014 2.546 FF
58.047 0.014 2.546 F7
58.060 0.014 2.546 C8
58.075 0.014 2.546 FF
58.089 0.014 2.546 83
58.103 0.014 2.546 46
58.118 0.014 2.546 39
58.132 0.014 2.546 00
58.146 0.014 2.546 30
58.160 0.014 2.546 00
58.175 0.015 2.546 FF
58.190 0.015 2.546 F7
58.204 0.015 2.546 C3
59.879 1.675 2.546 FF
59.907 0.028 2.546 5B
59.923 0.015 2.546 46
59.937 0.014 2.546 1B
59.951 0.014 2.546 1A
59.965 0.014 2.546 9C
59.980 0.015 2.546 46
59.994 0.014 2.546 20
60.008 0.014 2.546 3B
60.022 0.014 2.546 9B
60.037 0.014 2.546 46
60.050 0.014 2.546 6B
60.065 0.015 2.546 D4
60.080 0.015 2.546 58
60.094 0.014 2.546 46
60.108 0.014 2.546 51
60.122 0.014 2.546 46
60.136 0.014 2.546 81
60.150 0.014 2.546 40
60.164 0.014 2.546 60
60.178 0.014 2.546 46
60.194 0.015 2.546 0B
60.207 0.014 2.546 00
60.222 0.014 2.546 51
60.236 0.015 2.546 46
60.250 0.014 2.546 81
60.264 0.014 2.546 40
60.278 0.014 2.546 0A
60.292 0.014 2.546 00
60.307 0.015 2.546 BB
60.320 0.014 2.546 42
60.339 0.019 2.546 00
60.353 0.014 2.546 D9
60.367 0.014 2.546 72
60.381 0.014 2.546 E0
60.395 0.014 2.546 BB
60.410 0.014 2.546 42
60.424 0.015 2.546 00
60.438 0.014 2.546 D1
60.452 0.014 2.546 79
60.521 0.068 2.546 E0
60.543 0.023 2.546 34
60.560 0.017 2.546 00
60.576 0.016 2.546 3D
60.593 0.017 2.546 00
60.644 0.050 2.546 59
60.660 0.017 2.546 46
60.675 0.015 2.546 A4
60.691 0.015 2.546 1A
60.705 0.015 2.546 9D
60.721 0.015 2.546 41
60.735 0.015 2.546 00
60.750 0.015 2.546 29
60.765 0.015 2.546 00
60.779 0.014 2.546 DA
60.793 0.014 2.546 74
60.807 0.014 2.546 E0
60.821 0.014 2.546 00
60.835 0.014 2.546 21
60.850 0.014 2.546 00
60.865 0.015 2.546 20
60.879 0.015 2.546 01
60.894 0.014 2.546 26
60.908 0.014 2.546 00
62.635 1.727 2.546 90
62.657 0.022 2.546 01
62.672 0.015 2.546 91
62.686 0.014 2.546 59
62.701 0.015 2.546 46
62.716 0.015 2.546 8E
62.730 0.014 2.546 40
62.744 0.014 2.546 01
62.759 0.015 2.546 96
62.773 0.015 2.546 61
62.788 0.014 2.546 46
62.802 0.014 2.546 01
62.816 0.014 2.546 26
62.830 0.014 2.546 8E
62.845 0.015 2.546 40
62.859 0.015 2.546 61
62.873 0.014 2.546 46
62.888 0.014 2.546 00
62.902 0.015 2.546 96
62.916 0.014 2.546 00
62.931 0.014 2.546 29
62.945 0.014 2.546 5F
62.959 0.014 2.546 D0
62.974 0.015 2.546 D9
62.988 0.014 2.546 07
63.002 0.014 2.546 56
63.016 0.014 2.546 08
63.030 0.014 2.546 0E
63.044 0.014 2.546 43
63.058 0.014 2.546 5F
63.073 0.014 2.546 08
63.087 0.014 2.546 61
63.101 0.014 2.546 46
63.115 0.014 2.546 01
63.129 0.014 2.546 22
63.143 0.014 2.546 00
63.157 0.014 2.546 23
63.171 0.014 2.546 0C
63.185 0.014 2.546 E0
63.199 0.014 2.546 AF
63.214 0.015 2.546 42
63.229 0.015 2.546 01
63.243 0.015 2.546 D1
63.257 0.014 2.546 A6
63.271 0.014 2.546 42
63.285 0.014 2.546 0A
63.299 0.014 2.546 D8
63.314 0.015 2.546 A4
63.328 0.015 2.546 1B
63.342 0.014 2.546 BD
63.357 0.014 2.546 41
63.371 0.014 2.546 24
63.385 0.014 2.546 19
63.399 0.014 2.546 6D
63.413 0.014 2.546 41
63.427 0.014 2.546 01
63.442 0.015 2.546 39
63.456 0.014 2.546 A4
63.470 0.014 2.546 18
63.484 0.014 2.546 5D
63.498 0.014 2.546 41
63.512 0.014 2.546 00
63.526 0.014 2.546 29
63.540 0.014 2.546 06
65.568 2.028 2.546 D0
65.601 0.033 2.546 AF
65.621 0.020 2.546 42
65.641 0.020 2.546 F0
65.660 0.019 2.546 D9
65.679 0.018 2.546 01
65.697 0.018 2.546 39
65.716 0.019 2.546 24
65.734 0.018 2.546 19
65.752 0.018 2.546 6D
65.770 0.018 2.546 41
65.788 0.018 2.546 00
65.807 0.019 2.546 29
65.826 0.019 2.546 F8
65.844 0.019 2.546 D1
65.863 0.019 2.546 00
65.881 0.018 2.546 98
65.899 0.018 2.546 01
65.917 0.018 2.546 99
65.935 0.018 2.546 5B
65.953 0.018 2.546 46
65.972 0.018 2.546 00
65.990 0.018 2.546 19
66.008 0.018 2.546 69
66.026 0.018 2.546 41
66.044 0.019 2.546 00
66.062 0.017 2.546 2B
66.080 0.018 2.546 4D
66.099 0.019 2.546 DB
66.118 0.019 2.546 2E
66.135 0.018 2.546 00
66.154 0.019 2.546 2C
66.172 0.018 2.546 00
66.191 0.018 2.546 DE
66.209 0.018 2.546 40
66.227 0.018 2.546 63
66.245 0.018 2.546 46
66.264 0.019 2.546 DC
66.282 0.018 2.546 40
66.301 0.019 2.546 5B
66.319 0.018 2.546 46
66.337 0.018 2.546 00
66.355 0.018 2.546 2B
66.373 0.018 2.546 55
66.392 0.019 2.546 DB
66.411 0.019 2.546 34
66.429 0.018 2.546 00
66.447 0.019 2.546 9C
66.465 0.018 2.546 40
66.483 0.017 2.546 23
66.501 0.018 2.546 00
66.519 0.018 2.546 64
66.537 0.018 2.546 46
66.555 0.019 2.546 A6
66.573 0.018 2.546 40
66.592 0.018 2.546 32
66.610 0.018 2.546 00
66.628 0.018 2.546 80
66.646 0.018 2.546 1A
66.664 0.018 2.546 99
66.681 0.017 2.546 41
66.700 0.018 2.546 03
66.718 0.018 2.546 E0
66.735 0.018 2.546 B0
68.465 1.730 2.546 42
68.572 0.107 2.546 95
68.592 0.020 2.546 D9
68.610 0.018 2.546 00
68.626 0.016 2.546 20
68.642 0.016 2.546 00
68.656 0.015 2.546 21
68.671 0.015 2.546 43
68.686 0.015 2.546 46
68.701 0.015 2.546 00
68.715 0.015 2.546 2B
68.730 0.014 2.546 04
68.745 0.015 2.546 D0
68.767 0.023 2.546 03
68.782 0.015 2.546 00
68.797 0.015 2.546 0C
68.812 0.015 2.546 00
68.826 0.014 2.546 00
68.841 0.015 2.546 21
68.855 0.014 2.546 58
68.870 0.015 2.546 42
68.884 0.014 2.546 A1
68.899 0.015 2.546 41
68.913 0.014 2.546 03
68.931 0.018 2.546 B0
68.946 0.015 2.546 F0
68.960 0.015 2.546 BC
68.977 0.017 2.546 BB
68.992 0.015 2.546 46
69.007 0.015 2.546 B2
69.051 0.043 2.546 46
69.068 0.018 2.546 A9
69.184 0.116 2.546 46
69.200 0.016 2.546 A0
69.215 0.015 2.546 46
69.230 0.015 2.546 F0
69.245 0.016 2.546 BD
69.261 0.016 2.546 62
69.277 0.015 2.546 46
69.291 0.015 2.546 48
69.309 0.018 2.546 46
69.325 0.015 2.546 20
69.340 0.015 2.546 23
69.356 0.016 2.546 51
69.371 0.014 2.546 46
69.390 0.020 2.546 90
69.405 0.015 2.546 40
69.422 0.016 2.546 9B
69.440 0.018 2.546 1A
69.950 0.510 2.546 D9
69.971 0.021 2.546 40
69.988 0.016 2.546 03
70.004 0.016 2.546 00
70.019 0.015 2.546 00
70.414 0.395 2.546 91
70.432 0.018 2.546 00
70.448 0.016 2.546 99
70.464 0.016 2.546 60
70.479 0.015 2.546 46
70.494 0.015 2.546 0B
70.509 0.016 2.546 43
70.525 0.016 2.546 51
70.540 0.015 2.546 46
70.554 0.015 2.546 81
71.160 0.606 2.546 40
71.186 0.026 2.546 0A
71.202 0.016 2.546 00
71.217 0.015 2.546 BB
71.232 0.015 2.546 42
71.247 0.015 2.546 00
71.262 0.015 2.546 D8
71.276 0.014 2.546 8C
71.295 0.019 2.546 E7
71.310 0.015 2.546 00
71.325 0.015 2.546 21
71.340 0.015 2.546 00
71.354 0.015 2.546 20
71.369 0.014 2.546 00
71.383 0.014 2.546 90
71.398 0.015 2.546 01
71.412 0.014 2.546 91
71.430 0.017 2.546 61
71.444 0.015 2.546 46
71.462 0.017 2.546 00
71.476 0.014 2.546 29
71.492 0.015 2.546 9F
71.628 0.136 2.546 D1
71.647 0.019 2.546 00
71.662 0.015 2.546 98
71.676 0.015 2.546 01
71.696 0.019 2.546 99
71.711 0.015 2.546 D4
71.725 0.015 2.546 E7
71.740 0.014 2.546 B1
71.754 0.015 2.546 42
71.769 0.015 2.546 F3
71.784 0.015 2.546 D8
71.798 0.014 2.546 82
71.812 0.014 2.546 E7
71.827 0.014 2.546 61
71.841 0.015 2.546 46
71.856 0.015 2.546 20
71.871 0.015 2.546 26
71.886 0.015 2.546 01
71.900 0.014 2.546 27
72.252 0.352 2.546 76
72.271 0.019 2.546 1A
72.287 0.016 2.546 00
72.302 0.015 2.546 20
72.321 0.019 2.546 00
72.336 0.015 2.546 21
72.350 0.015 2.546 F7
72.365 0.015 2.546 40
72.383 0.017 2.546 00
72.398 0.015 2.546 90
72.413 0.015 2.546 01
72.427 0.014 2.546 91
72.442 0.015 2.546 01
72.456 0.014 2.546 97
72.471 0.015 2.546 87
72.486 0.015 2.546 E7
72.500 0.015 2.546 62
72.515 0.014 2.546 46
72.529 0.015 2.546 20
72.544 0.014 2.546 23
72.558 0.015 2.546 9B
72.573 0.015 2.546 1A
72.590 0.017 2.546 2A
74.639 2.049 2.546 00
74.744 0.105 2.546 9A
74.760 0.017 2.546 40
74.776 0.016 2.546 26
74.791 0.015 2.546 00
74.806 0.016 2.546 13
74.822 0.015 2.546 00
74.837 0.015 2.546 62
74.852 0.015 2.546 46
74.872 0.020 2.546 D6
74.887 0.015 2.546 40
74.902 0.015 2.546 2C
74.918 0.016 2.546 00
74.933 0.016 2.546 1E
74.948 0.015 2.546 43
74.963 0.015 2.546 63
74.978 0.015 2.546 46
74.996 0.018 2.546 DC
75.011 0.015 2.546 40
75.277 0.266 2.546 5B
75.293 0.016 2.546 46
75.309 0.015 2.546 00
75.324 0.015 2.546 2B
75.338 0.015 2.546 A9
75.353 0.014 2.546 DA
75.371 0.018 2.546 62
75.385 0.014 2.546 46
75.400 0.015 2.546 20
75.414 0.014 2.546 23
75.544 0.130 2.546 35
75.560 0.016 2.546 00
75.574 0.015 2.546 94
75.589 0.015 2.546 40
75.605 0.015 2.546 9B
75.619 0.014 2.546 1A
75.633 0.014 2.546 DD
75.648 0.014 2.546 40
76.239 0.591 2.546 23
76.257 0.018 2.546 00
76.272 0.015 2.546 2B
76.286 0.015 2.546 43
76.304 0.018 2.546 A3
76.319 0.015 2.546 E7
76.333 0.015 2.546 1C
76.348 0.015 2.546 21
76.363 0.015 2.546 01
76.377 0.015 2.546 23
76.392 0.015 2.546 1B
76.407 0.014 2.546 04
76.985 0.578 2.546 98
77.015 0.030 2.546 42
77.033 0.018 2.546 01
77.049 0.017 2.546 D3
77.065 0.015 2.546 00
77.080 0.015 2.546 0C
78.106 1.026 2.546 10
78.127 0.021 2.546 39
78.143 0.016 2.546 1B
78.158 0.015 2.546 0A
78.173 0.015 2.546 98
78.188 0.015 2.546 42
78.202 0.015 2.546 01
78.217 0.015 2.546 D3
78.232 0.015 2.546 00
78.401 0.169 2.546 0A
78.418 0.017 2.546 08
78.433 0.016 2.546 39
78.451 0.018 2.546 1B
78.465 0.014 2.546 09
78.480 0.014 2.546 98
78.494 0.014 2.546 42
78.509 0.015 2.546 01
78.523 0.014 2.546 D3
78.537 0.014 2.546 00
79.644 1.107 2.546 09
79.673 0.029 2.546 04
79.690 0.017 2.546 39
79.706 0.016 2.546 02
79.721 0.015 2.546 A2
79.737 0.016 2.546 10
79.752 0.015 2.546 5C
79.767 0.015 2.546 40
79.783 0.016 2.546 18
79.797 0.014 2.546 70
79.812 0.016 2.546 47
79.828 0.016 2.546 C0
79.844 0.016 2.546 46
79.858 0.015 2.546 04
79.873 0.014 2.546 03
79.888 0.015 2.546 02
79.902 0.014 2.546 02
79.916 0.014 2.546 01
79.930 0.014 2.546 01
79.945 0.014 2.546 01
79.959 0.014 2.546 01
79.973 0.014 2.546 00
79.988 0.014 2.546 00
80.002 0.015 2.546 00
80.017 0.014 2.546 00
80.031 0.014 2.546 00
80.045 0.014 2.546 00
80.059 0.014 2.546 00
80.073 0.015 2.546 00
80.088 0.015 2.546 01
80.102 0.014 2.546 21
80.116 0.015 2.546 38
80.134 0.018 2.546 4B
80.148 0.014 2.546 10
80.162 0.014 2.546 B5
80.176 0.014 2.546 9A
80.190 0.014 2.546 6B
80.205 0.015 2.546 82
80.220 0.015 2.546 B0
80.234 0.015 2.546 0A
80.248 0.014 2.546 43
80.262 0.014 2.546 9A
80.276 0.014 2.546 63
80.294 0.018 2.546 80
80.308 0.014 2.546 22
80.322 0.014 2.546 18
80.337 0.015 2.546 6C
80.351 0.014 2.546 52
80.365 0.014 2.546 03
80.379 0.014 2.546 02
80.393 0.014 2.546 43
80.407 0.014 2.546 1A
80.421 0.014 2.546 64
80.436 0.014 2.546 80
80.452 0.016 2.546 22
80.489 0.037 2.546 58
80.505 0.016 2.546 6D
80.519 0.014 2.546 D2
80.533 0.014 2.546 05
80.547 0.014 2.546 02
80.563 0.016 2.546 43
80.578 0.015 2.546 5A
80.592 0.014 2.546 65
80.606 0.014 2.546 80
80.620 0.014 2.546 23
80.635 0.014 2.546 30
80.648 0.014 2.546 4A
80.664 0.016 2.546 DB
80.679 0.015 2.546 02
80.694 0.015 2.546 10
80.708 0.014 2.546 68
80.722 0.014 2.546 03
80.736 0.014 2.546 43
80.750 0.014 2.546 13
80.764 0.014 2.546 60
80.778 0.014 2.546 2F
80.793 0.015 2.546 4B
80.807 0.015 2.546 2F
80.821 0.014 2.546 4A
80.835 0.014 2.546 D8
80.850 0.014 2.546 68
80.864 0.014 2.546 02
80.878 0.014 2.546 43
80.892 0.014 2.546 DA
80.906 0.014 2.546 60
80.921 0.014 2.546 1A
80.935 0.014 2.546 69
80.950 0.015 2.546 1A
80.964 0.014 2.546 61
80.978 0.014 2.546 5A
80.992 0.014 2.546 69
81.006 0.014 2.546 5A
81.020 0.014 2.546 61
81.034 0.015 2.546 C0
81.048 0.014 2.546 22
81.062 0.014 2.546 D8
81.076 0.014 2.546 68
81.090 0.014 2.546 12
81.104 0.014 2.546 04
81.132 0.028 2.546 02
81.147 0.015 2.546 43
81.162 0.015 2.546 DA
81.176 0.014 2.546 60
81.190 0.014 2.546 2A
81.205 0.014 2.546 4A
81.218 0.014 2.546 5A
81.232 0.014 2.546 62
81.246 0.014 2.546 DA
81.261 0.014 2.546 62
81.275 0.014 2.546 A0
81.289 0.014 2.546 22
81.303 0.014 2.546 99
81.317 0.014 2.546 50
81.332 0.014 2.546 04
81.346 0.015 2.546 32
81.362 0.015 2.546 07
81.376 0.015 2.546 31
81.391 0.015 2.546 99
82.146 0.754 2.546 50
82.169 0.024 2.546 27
82.184 0.015 2.546 4A
82.199 0.015 2.546 9A
82.214 0.015 2.546 62
82.229 0.015 2.546 80
82.245 0.016 2.546 22
82.260 0.015 2.546 99
82.275 0.015 2.546 68
82.290 0.015 2.546 52
82.305 0.015 2.546 05
82.319 0.015 2.546 0A
82.334 0.015 2.546 43
82.349 0.014 2.546 9A
82.363 0.014 2.546 60
82.377 0.014 2.546 00
82.391 0.014 2.546 23
82.409 0.017 2.546 01
82.423 0.014 2.546 93
82.437 0.014 2.546 01
82.451 0.014 2.546 9B
